station_id,borough,lat,lng
5181.04,Manhattan,40.71219906,-73.97948148
7014.12,Manhattan,40.77003010255044,-73.9819684624672
4237.02,Brooklyn,40.6800105,-73.938475
5997.1,Manhattan,40.73752993301071,-74.00558933615685
4614.04,Brooklyn,40.69165183,-73.9999786
4645.09,Brooklyn,40.69512845,-73.99595065
6058.08,Queens,40.73941387498411,-73.92131969332695
7034.09,Queens,40.77171710520828,-73.93159255385399
6753.08,Manhattan,40.7612274,-73.96094022
7680.03,Manhattan,40.804213,-73.96699104
4519.04,Brooklyn,40.69072549,-73.95133465
4169.04,Brooklyn,40.679043,-74.011169
5270.09,Manhattan,40.71310702305908,-73.99446353316307
4319.07,Brooklyn,40.6823687,-73.944118
2961.05,Brooklyn,40.640125,-74.015726
4107.13,Brooklyn,40.67759206937376,-73.955637216568
6022.04,Manhattan,40.73726186,-73.99238967
8676.01,Bronx,40.87069,-73.90678
4455.1,Brooklyn,40.68825516598005,-73.99545192718506
5772.07,Manhattan,40.73142106543068,-74.01077985769007
7611.02,Manhattan,40.799139,-73.9389152
6242.1,Queens,40.74451,-73.91412
5105.01,Manhattan,40.70905623,-74.01043382
6629.06,Queens,40.755763,-73.912715
7311.02,Manhattan,40.7829391,-73.9786517
7100.07,Manhattan,40.77282817,-73.96685276
4151.01,Brooklyn,40.6787242,-73.99599099
5187.03,Brooklyn,40.71167351,-73.95141312
4623.02,Brooklyn,40.693,-73.90824
7619.05,Manhattan,40.7997568,-73.9621128676
7188.1,Manhattan,40.77677702,-73.9590097
6890.01,Manhattan,40.76669671,-73.99061728
8613.09,Manhattan,40.864632,-73.918598
4762.05,Brooklyn,40.69795031569544,-73.97077560424805
4596.09,Brooklyn,40.69236178,-73.98631746
5247.1,Manhattan,40.71450451,-74.00562789
3428.04,Brooklyn,40.65292829363811,-74.01286482810974
6958.06,Queens,40.768692,-73.9249574
6893.1,Queens,40.7658346,-73.9265474
5270.08,Manhattan,40.714193,-73.996732
5470.1,Manhattan,40.721319,-74.010065
3739.06,Brooklyn,40.665507,-73.993037
6128.04,Queens,40.74252,-73.948852
7599.09,Manhattan,40.797911,-73.9423
6030.04,Manhattan,40.737815,-73.999947
6865.03,Queens,40.7659,-73.930819
7062.07,Queens,40.772768286288304,-73.92743647098541
6605.08,Queens,40.7569332,-73.9262231
5584.04,Manhattan,40.72453734,-73.98185424
5400.05,Manhattan,40.71870987,-74.0090009
7520.07,Manhattan,40.7919557,-73.968087
4028.03,Brooklyn,40.6750705,-73.98775226
5379.09,Brooklyn,40.7190095,-73.95852515
7541.01,Manhattan,40.7937704,-73.971888
6382.05,Manhattan,40.749717753,-74.002950346
6723.1,Manhattan,40.759125,-73.962658
7253.04,Manhattan,40.77896784,-73.97374737
5445.02,Manhattan,40.72066442,-73.98517977
6535.04,Manhattan,40.75516719072139,-74.00059908628464
3090.06,Brooklyn,40.642809,-73.979239
7119.04,Queens,40.7729,-73.916142
4175.14,Brooklyn,40.6792788,-73.98154004
6233.05,Manhattan,40.74334935,-74.00681753
6173.08,Manhattan,40.74286877312112,-73.98918628692627
5721.14,Manhattan,40.72917025,-73.99810231
4889.06,Manhattan,40.701907,-74.013942
5703.13,Manhattan,40.72854745023944,-73.98175925016403
4193.14,Brooklyn,40.6809591,-73.99905709
5578.02,Manhattan,40.72405549,-74.00965965
5470.12,Manhattan,40.72019521437465,-74.0103006362915
5051.01,Brooklyn,40.707165,-73.923711
5204.05,Brooklyn,40.71285887,-73.96590294
3460.02,Brooklyn,40.655716,-74.006664
6816.07,Manhattan,40.76370739,-73.9851615
7123.04,Manhattan,40.77515953434235,-73.98918695747852
5351.07,Manhattan,40.717411,-73.999573
5922.08,Manhattan,40.73652889,-74.00618026
4553.04,Brooklyn,40.69128258,-73.9452416
4748.07,Brooklyn,40.69623297129315,-73.99142056703568
5379.1,Brooklyn,40.71745169,-73.95850939
5581.01,Brooklyn,40.72557,-73.94434
4883.03,Brooklyn,40.7016657,-73.9437303
4095.03,Brooklyn,40.6773429,-74.01275056
3161.02,Brooklyn,40.645921,-74.005708
5500.07,Manhattan,40.72243797,-74.00566443
